Date,Keywords,Sentiment_Score
2025-07-06,Fairmont MONTREUX VLOG amp my first autumnal AMAZON haul swissmayya,0.6
2025-04-24,Fairmont Montreux Palace Spa visit Styling my first Autumnal order from Amazon Fashion Linked here ESPRIT Collection,0.6
2025-11-18,Oooh IAnd I forgot to answer on your kind reply from previous video Yes I would adore an update on your summer shoe collection Has it grown a lot Please do try on and maybe try it with a french pedicure Would also look awesome Have you ever tried it before Thanks,0.63
2026-01-16,the beige dress is my absolute favorite Wow so classy,0.59
2025-08-25,Hi Mayya very beautiful activities in Montreux especially the hotel and sea food The army like dress looked so beautiful on you lets reach 1000 subscribers this month,0.75
2026-02-26,hello nice autumn video esepciallythe outfit with white leather cut finer glovesof course i prefer not cut finger gloves but match with this outfit we wait more leather gloves aumtn fashion video ideas with yellow and black leather glovesAlso nice outfit from Dominiquei dont know but is a posh guystylish man,0.6
2025-09-29,Karat pour enfants 34 ans et 56 ans,0.5
2025-06-02,Apprentissage des techniques de base de karat Dveloppement des habilets motrices de lquilibre de la force de la,0.18
2025-06-05,Tryon Haul amp unboxingLUPSONA,0.5
2025-08-30,Droule la rponse ta question se trouve peut tre ici LUPSONA httpwwwlupsonacomref1138 Vtements Crop top,0.7
2025-11-15,any one who know english could please translate what she said at 240 about those vinylleather pants pleasee,0.5
2025-10-08,Slt je sais pas si tu pourras voir ce commentaire mais je voudrais savoir en quelle taille tu a pris le pantalon vinilz stp,0.5
2026-02-25,Jadore votre pantalon en vinyle Pour moi les vtements en vinyle sont les plus beaux du monde,0.5
2025-10-25,Le pantalon vinyle tu devrais lacheter dans un magasin lambda car celui que tu as reu fait vraiment plastique Mais il tallait bien et tes jolies,0.5
2025-04-08,Tout est super jolie bon certains trucs on attendra lanne prochaine parce quen automne hiver Mais le pantalon fait un peu cheap le dessus est beau si on ne sattarde pas dessus Par contre en cuir et plus moulant en bas a serait super beau,0.64
2025-06-28,Je suis un garon mais bon sang questce que tes vido sont les meilleurs franchement jai que 13 ans mais tes officiellement ma youtubeuse bref jtaime trop TeamEmma Aksel,0.5
2025-02-26,J aime bien ton maillot de bain et autrement tu est toutes mignonne,0.5
2025-02-25,slt trs belle vido jaime bien ton rouge lvres et jaime bien ton maquillage,0.5
2025-05-20,Salut Le pantalon en vinyle est toujours dactualit ou pas,0.5
2025-08-24,Fais attention sur le clich avec le dbardeur rouge et blanc on voit ton sous vtement en bas,0.5
2025-07-16,De trs jolis articles qui ressemblent beaucoup Shein et Zaful mais a nest pas tonnant Tu es teeellement belle dans cette vido tes cheveux et ton corps Tu as repris le sport ou cest naturel,0.5
2025-06-27,Tes cheveux ont hyper pouss enfet on dirais pas dans les vlogs,0.5
2026-02-10,Le debardeur rouge et blanc ptn je fais une taille 40 cava pas m aller mais je veuuuux ahaha,0.5
2025-03-03,Tes tellement belle emma je pense que tu doit faire assez bien de sport ta l aire bien fit je tadore bisous du petit belge,0.66
2025-12-29,Tes la meilleure emma je tadore tes trop belle continue comme a bisous du petit belge,0.5
2025-03-27,L39intervalle SpringSummer Shoe Haul 2021,0.5
2025-06-04,Lintervalle shoehaul blackshoes This video is a shoe haul of 4 pairs of black shoes that are super comfy and match a lot of,0.53
2025-09-25,very nice review used this to decide whether to size down when buying opentoed sandals when shopping online i decided to stick with my regular shoe size hopefully its a TTS fit thanks for the upload i really enjoy the way you speak,0.61
2025-04-18,Adore the video but please more closeup Also great when you first model shoes and then take shoes off to show Many thanks,0.68
2025-02-20,Tai Chi Tutoriel La dmarche du Tai Chi leon 1,0.5
2025-05-26,Apprenez le Tai Chi traditionnel avec moi httpsbotaichichuancomformations Cours en vido sous plusieurs angles,0.5
2025-07-27,Bonjour estce que ca soulage la fibromyalgie ostoporose ostepenie jai un cancer depuis 3 ans toujours en traitement jai des douleurs h24 aucun mdicament me fait effets,0.5
2025-07-21,Incroyable Prs dun an de sciatique compression du au muscle piriforme cause deffort intense sportif Kin exercice de renfort tirement antiinflammatoire jai tout essay et aprs 2 jours de tai chi dont cet exercice prcisment plus rien Cest un truc de dingue Cest vritablement LA discipline de renforcement et dquilibre musculaire Merci pour vos vidos Top,0.64
2025-08-07,Bonjour de Belgique voil des explications claires et prcises Toute une pratique en douceur,0.5
2025-07-26,Quelle est le bnfice de faire le tachi pour nous,0.5
2026-02-02,Avez vous un livre avec dtails des mouvements me conseiller Je suis dbutante 2 eme cour Mes remerciement Gisle,0.5
2025-04-15,Bonjour je viens juste de minscrire des cours de tai chi de lcole chne man Ching Mais je ne pourrai pas suivre les cours durant lhiver car je passe cette priode plus au chaud jaimerais savoir si je peux suivre votre enseignement sans tre perdue mon retour la reprise des cours si les postures ne sont pas de la mme cole Je dois vous dire que jaurais prfrer que vous soyez mon matre de tai chi car vos vidos sont plus pdagogiques mais pendant les 5 mois hors de France je vais vous suivre Merci infiniment de votre rponse Cordialement JD,0.5
2025-09-30,Bonjour je suis tout fait dbutant et jai beaucoup de difficult avec ma stabilit lorsque je lve le talon puis le pied lors du transfert de poids Avezvous des conseils me donner ou cest normal au dbut davoir ce genre de petit problme,0.43
2025-12-20,Un immense MERCI Vos explications sont plus claires et on peut revoir plusieurs fois les vidos Un grand merci pour vos explications claires et limpides,0.6
2025-11-25,Bonjour Enfin un tuto de la base du tai chi que japprcie grandement le carr les mouvements en diagonale etc merci,0.18
2025-02-22,Merciiii infiniment Jtais perdue lors des cours comme une bleue a maide tellement,0.5
2025-04-16,Merci infiniment Je dcouvre linstant votre vido jadore Je me suis abonne,0.5
2025-07-12,Bonjour Super cest dcid Je me mets au taichi Merci de la Guadeloupe,0.63
2026-02-04,Merci beaucoup pour cette vido trs bien explique et dtaille Matre Cela donne du baume au coeur et lme pour se reconnecter lessentiel je vais my appliquer,0.5
2025-11-02,Merci merci je vais rpter cet exercice jusqu ce quil soit acquis,0.5
2025-11-19,Merci pour votre vido cest vraiment surprenant de voir quel point mon corps a de la difficult reproduire un mouvement qui semble si simple Je pense que le tai chi est vraiment l bonne discipline pour maider me reconnecter mon corps dans un premier temps,0.4
2025-04-12,Merci pour ces explications claires Quand vous faites les dplacements de dos cela complte bien la vision,0.5
2025-06-15,Bravo Pour grer ses motions trouver le bientre la vitalit et la joie de vivre il y a aussi la gymnastique naturelle httpsyoutubeH88bPHbaVbIsiFeEIV2BGOFaU3wW,0.5
2026-01-14,Vos explications donnent envie de continuer tant elles sont claires et prcises,0.5
2025-08-13,merci beaucoup je vais aller a mon 4em cour plus confiante aprs votre demonstration et vos explications,0.5
2025-09-13,Superbe explication jai enfin compris le transfre du poids Merci infiniment,0.5
2025-03-29,Bonsoir Maitre Bo yang et merci pour cet premire leon trs bien expliqu je my met et un bonsoir du Nord des Hauts de France bonne continuation,0.5
2025-09-10,Merci Je my mets un peu tard mais je vais mappliquer Un bonjour de Belgique,0.5
2025-08-27,I TRIED PERIODPROOF UNDERWEAR Knix Review,0.5
2025-05-21,Have you heard of periodproof or leakproof panties I tried some from Knix and loved them You can wear them to the gym,0.78
2025-03-18,This is a great video First one I found and it had literally all the info I needed for this product Thanks a bunch cant wait to try them,0.67
2025-08-24,I got the swimsuit bottoms because I hate not being able to swim when Im on my period Do you think the swimsuit bottoms would work as underwear too,0.44
2026-01-01,Thank you for posting this My only concern is when theyre full does it feel wet putting them on,0.53
2025-12-11,I am looking for sustainable period products I found your video by searching for Knix reviews I would like to buy some pairs Did they ever leak out the sides Did you wear them when you slept and did they leak then Will I still need to wear tampons with these,0.5
2025-05-16,theres another periodproof panties brand called shethinx maybe you can compare those two to see which one is better,0.7
2025-02-26,My Cozy 5AM Morning Routine You Need to Try,0.42
2026-01-17,Start your day with a calm and cozy university morning In this peaceful uni vlog I take you through my slow early routine as,0.51
2025-04-09,I think only u and milk tea Emma can do this,0.5
2025-03-22,i had 1hr or 2hr i fell asleep at 1011pm and woke up at 12am,0.5
2025-03-15,Look at her just stuck in her routine girl This whole routine thing no way we have to study for school its hard huh Imagine me having to translate words,0.48
2025-03-13,Are you seeking to pay somebody to handle your Anatomy Chemistry Physics Thesis Biology Geography Assignment Someone do Homework Sociology Accounting Matlab Essay due Essay Finals Pay paper History,0.45
2025-05-17,How to put timer like this Someone pls give me answer,0.5
2025-02-03,Where r ur exercises and sunlight view This is not that we should try This girl is giving us wrong information,0.3
2025-10-21,Me or it can be you Wanting cozy life like this thinking and then nahhh I will do it later,0.46
2025-08-04,Here is mine I dont always follow it but i expect myself to Im not a morning person plus i take long to eat dont judge me Also i do afterschool so i come home late Time,0.43
2025-10-30,Here is my morning 0730 wake up 0735 stretch 0740 make breakfast and lunch 0800 get ready 0820 pack bag 0830 check if i did hw and ready for school 0835 scroll on Phone 0855 leave for school,0.58
2025-04-12,GUYS FYI SHE DOSENT DI THIS EVERYDAY NOBODY IS THIS PERFECT BE URSELF,0.66
2025-06-01,My morning routine 430brush teeth 435do skincare 450gets clothes on 505do hair 520puts water in water bottle 525gets back pack 540gos on phone 610 go to school Come back for part 2,0.5
2026-01-13,Girl how do u wake up that early once I set my alarm for 500 and I end up waking up at 1000,0.54
2025-06-20,My daily routine Wake up 715 Wash face 716 Skincare 719 Uniform 725 Eat breakfast 730 Blush and powder only 735 Fill water 745 Lunch ready 755 Get glasses 805 Watch some TV or tablet 806 Go to school 815 Shower Homework Eat snack Eat dinner Play my tablet At 815 my piano teacher come At 915 we done he go home At 930 Brush teeth At 1030 go to bed Im sry I didnt do time cause Im lazy,0.49
2025-02-23,We muslim We always wake up that early for prayer our prophet peace be upon him told us that that time is blessed,0.54
2025-09-21,You wake up at 500 I put my phone away at 500,0.5
2025-05-24,nah this is mine first off i wake up then i always pee and poo after i get As on my exam finally i get out of bed,0.55
2025-12-24,6AM morning routine life changing healthy habits for 2026,0.7
2025-08-03,6AM WINTER MORNING ROUTINE FOR A PRODUCTIVE DAY ad get a 60 day free trial of headspace using my code,0.66
2026-01-22,Are you going to throw away this notebook where you write your todos or are you going to keep it in your life,0.5
2025-06-05,Great video A mindeful morning is always the best Btw what brand is your necklace Its so pretty,0.77
2026-01-31,You are so talented I hope you have a great week,0.8
2025-04-12,The best slow morning routine the ambient the atmospherethe light are very nice,0.69
2025-10-09,please tell me you walk your dog before you do ANYTHING for yourself i couldnt watch this video thinking you made the dog wait,0.5
2025-04-24,i start my routine like this but not the same vibe sry i didnt like ur vibes i feel anxiety,0.5
2025-06-23,Notice how she doesnt use her own journal that she convinced all of you to buy because it is just the BEST,0.82
2025-05-29,6 5,0.5
2025-08-10,I love slowly mornings I would slowly move to the bathroom then kitchen and have my glass of water These days I feel I wake up at night time Good day everyone,0.56
2025-03-05,Really cool video the content kept me interested the whole way through,0.61
2025-10-05,Thanks Becca Im a teacher in Australia who is going back to work next week after her summer break Want to be able to easy back into work mode without losing my summer vibe This was the perfect transition video and I have used little aspects of it every day Appreciate your content very much,0.6
2026-02-17,How do you stay calm when online there are so many negative news stories political conflicts etc,0.55
2025-06-12,As always your music choices for your videos are top tier The first piece blending into your alarm really shows your musician creative side,0.65
2025-09-06,Would highly encourage trimming those candle wicks It will help your candles last longer and reduce your risk of firesdisaster,0.53
2025-04-08,Your morning looks so cozy I love to play some music in the morning and spend some time with my burga journal too,0.56
2026-02-16,Very nice and cozy vibes on your videos Awesome keep it up What camera equipment do you use for shooting,0.71
2026-01-29,You have the same alarm tone as me did something really weird to my brain hearing it in the middle of the day,0.43
2025-12-08,Did u just boiled the spinach next to the eggs water U can do that,0.5
2025-08-15,The perfect reminder that slow healthy mornings really change everything,0.64
2026-01-11,I actually gagged a little watching this Spinach in egg water is disgusting pls stop it,0.34
2025-08-26,I love journaling I did think you said the arse way and not the artists way at first Also dude youre strong Nice work,0.68
2025-06-25,love this video Id reconsider the products you use for the shower check the ewg and yuka also I put my shampoo in beautiful glass dispensers Id recommend it,0.77
2025-10-18,Becca your Vlogs are really really Aesthetic And I Was Literally Eagerly Eagerly Waiting for This Vlog for so long And I Hope Everything is good and Hows your health,0.61
2025-04-29,I picked up for those of you who feel invisible by don rivers because Ive been feeling stuck for years and couldnt figure out why This book helped me understand something Id never considered that maybe Im living on autopilot doing what I think Im supposed to do instead of what I actually want Rivers explains it so clearly that by the end I realized Ive been living my parents dreams my spouses expectations societys version of success but never my own life It sounds simple but seeing it spelled out like that was life changing,0.58
2026-01-19,Hello Im sure you get asked this all the time but what camera and lens did you shoot this on Its perfect,0.8
2025-07-28,Loved this video You inspired me to have more productive mornings as I get distracted quite easily Also love your workingathome outfits Cant wait for the best vlog,0.75
2025-09-10,Such a cosy feel good and relaxing vlog just what I needed after a busy work day thanks Becca,0.6
2025-06-07,6am MORNING ROUTINE 2025 healthy mindful habits to have a PRODUCTIVE day,0.7
2025-07-10,PRODUCTIVE 6AM MORNING ROUTINE 2025 How to wake up earlier with mindful healthy habits that set you up for a,0.6
2025-04-16,I always wanted to be that divine feminine magnetic woman For years I thought it meant trying harder looking better doing more until I found The Silent Feminine Power by Lana Cressel This book flipped everything I believed about femininity and showed me how true power comes from presence not effort If youve been craving that inner shift this is the book that will awaken it,0.58
2025-12-29,I swear every woman needs to read The Silent Feminine Power by Lana Cressel You dont just attract men you attract everything you desire Underrated and overlooked,0.5
2025-04-06,I used to blame my family that im not productive and that they judge me for every thing i do and that they say its just a waste of time but now i ignore them and i do what i think is good for because i know we all dont have the same opinions one of the things the book The Silent Feminine Power by Lana Cressel taught me I recommend it to everyone,0.55
2025-10-02,A few months ago I used to feel so embarrassed about my body I wasnt even overweight but I just didnt feel comfortable in my own skin No matter what I did I wasnt happy with myself But then I started reading The Silent Feminine Power by Lana Cressel and instead of scrolling my fyp I watched selflove and that girl type videos on YouTube This book truly changed everything for me I started working out cut down on sugar started drinking 3L water daily and instead of watching useless content on YouTube Ive started watching videos like you make I focused more on myself and now my acne is gone my body feels like a new version of me and most importantly my mindset has changed Even my hobbies have shifted I started my own small business something I never thought Id have the confidence to do I used to be super shy never stood up for myself and let people say whatever they wanted But now Ive learned to speak up to defend myself and to be proud of who I am Im honestly so grateful for this growth,0.59
2025-08-03,If youre scrolling through the comments looking for a sign consider this it If its late take a deep breath relax and remind yourself that its okay to let go of what you cant control The past is behind you the future will come on its own all you really have is this moment I remember feeling disconnected and unsure of myself but everything started to shift after I read The Silent Feminine Power by Lana Cressel That book helped me reconnect with my inner strength and reminded me of the power I had all along Since then Ive started to feel more aligned more confident and Im finally seeing things fall into place If youre feeling lost dont ignore it Do something today that your future self will thank you for Tomorrow Im waking up with purpose and focusing on what truly matters Maybe this is exactly what you needed to read Thank you for this great video helpful for real Wish you all the best,0.59
2025-08-17,I just found this video I love the vibes So cozy relaxing,0.56
2025-11-10,The changes Ive made in the past few months have been lifechanging I feel so much more confident and energized Anyone else seeing results Id love to hear how your journey is going,0.58
2026-01-06,Ive been feeling so much better recently and I cant believe how far Ive come Its been an amazing experience Who else is on a weight loss journey Lets talk about it,0.62
2025-08-14,Love the little lamp while youre doing your journal and you have amazing editing skills Love your video and the sound quality everything,0.65
2025-10-25,Can anyone pls tell me abt what camera she uses Pls plsss,0.5
2025-05-18,How people do everything first before eating breakfast its like number 1 thing I do when I wake up after drinking water and brushing my teeth ofc,0.6
2025-11-23,Your videos really inspire me Becca Im starting to be just like you,0.54
2026-01-02,What a peaceful morning routinebut alas cannot wake up that early even if i have an early morning start for work which is usually around 930am,0.48
2025-12-01,your filming has gotten sublime and i definately feel on the routine part youre not alone with this,0.5
2025-12-30,wait so you get up at 6 just to let your dog out and make tea for the first HOUR what,0.6
2025-04-26,Awesome morningBecca I cannot believe how many things you managed to get done Sending you lots of love and thank you for the video,0.77
2025-07-23,What a gorgeous run I couldnt help thinking bummer she had to keep pausing to set up her camera but I guess such is your life I hope it still felt as peaceful as it looked despite that,0.63
2026-01-12,Must be a good run when you stop 10 times to adjust camera D,0.78
2025-03-14,Watching her as my travel is from US and India,0.5
2025-07-13,Becca you are a sunshine Loved your bag in the end portions of your video Can you share what brand is where did you get it from Im in love with that bag,0.74
2025-03-01,Becca i love this new vibe and you look sooo good amazing shape luvluvuvluv 3,0.69
2025-06-17,hola Me ha encantado este video Tambin tengo videos de rutinas si alguien quiere ver mas videos saludos desde Repblica Dominicana,0.5
2025-09-29,Yesss love the energy and how realistic these fitness goals are,0.63
2025-02-15,thank you for making those videos your consistency and amazing editing skills are what I truly admire great job Becca Thank you 3,0.78
2025-04-25,You should read the Miracle Morning Its got a great structure for morning routines,0.82
2025-02-20,Nice and inspiring video Thank you for sharing your routine I guess theres no need to ask if the dog loves mommy or daddy more That was so funny as it was lying on a sofa with that bored look like Ohyoure working out So stupid Id better sleep and then Oh Dad You woke up Im so happyhappyhappy,0.56
2025-07-13,Hi Becca love the planner I got one for my friend for Christmas then I got one for myself its beautiful,0.77
2025-09-05,For those looking to become a morning person highly recommend Huberman Labs podcast on becoming a morning person The importance of natural light early in the morning and overhead lighting not dim light a set wake up time regardless of when you go to sleep etc can really help,0.59
2025-07-26,That lamp in the beginning looks sooo cozy Does anyone know what kind of lamp that is 3,0.58
2025-10-30,ps please girl dont leave any home updates out of your videos please i just moved out of my parents home i love your decor even in the old flat i NEED the inspo,0.58
2025-07-09,ive already watched like 6 times you outdid yourself in this editing becca this is so well made motivating i missed your routines so much,0.58
2025-07-14,Hi I understand that now you havent been regular with you morning routines because of the moove but when you are in the flow then you are waking up 6am every morning If no then how often Why you are waking up on 6am What would be your tips to be more regular and wake up earlier that usual Thanks,0.53
2025-12-08,Was feeling so sluggish this morning actually put this video on and got the motivation to get out of bed for my morning routine alongside,0.5
2025-10-10,Love your morning routine tips Becca The editing style in this vlog is on point As a video editor Id love to collab your vibe matches my style perfectly Been editing lifestyle content for 3 years Let me know if you ever need a hand with editing,0.77
2025-08-17,Love your videos also your home is so beautiful and cozy,0.65
2025-12-13,Can you please please disable the automatic dubbing for your video into german the AI voice over is so strange,0.49
2025-07-29,Loved this video It was very calming and inspiring Looking forward to healthy habits this year,0.69
2025-05-25,5 tips to boost morning energy morningroutine morningmotivation athomeworkout,0.5
2025-07-01,You should check out our wellness brand We have sciencebacked red light therapy products that are easy to add into your daily routine,0.58
2025-10-05,I love it I dont can make it Becues i dont like matcha,0.7
2026-01-21,I did all of this feeling like an crazy person too energetic,0.48
2025-08-14,These tips are gold Whats everyones goto way to boost morning energy,0.5
2025-04-05,Very nice and helpful Along with these daily care tips use Daily Essentials of Planet Ayurveda brand,0.6
2026-01-24,Sometimes peace is just accepting that we dont have all the answers,0.5
2025-07-02,Hey guys I have a question does matcha need milk in it or can it just be without milk,0.5
2025-12-02,Each morning is a vote for who you want to become,0.5
2026-02-07,Daily routines shape my future each act of selfcare builds strength balance peace Mindful choices nurture body mind and spirit helping me grow stronger calmer and aligned These habits create health healing happiness Each kind action today builds lasting wellbeing,0.59
2025-02-05,Proof that small habits every morning can completely transform your mindset,0.47
2025-04-22,You have such a beautiful house adorable dog and a lovely vibe yourself I love matcha tooit always soothes me and helps me feel calm By the way I made a video with morning affirmations that anyone can listen to for a fresh start to their day,0.67
2025-10-14,Trying not to drink caffeine and having fresh juice prepped to start off with has helped tremendously Ginger wakes me up like crazy Sometimes Ill have shots with jalapeo and theres no way you can be sleepy after that,0.45
2025-04-05,Just accomplished waking up at 5am today and posting my first short Sooo excited to grow and be inspirational like this Love this for you,0.62
2026-02-14,Whos got time for that in the morning I grab a coffee at 6am and head off to work Ya joker,0.5
2025-08-15,Repent of your sins and turn to Jesus Christ for he died for all of us while we were still sinners He is coming back soon,0.5
2025-06-15,Lady how about praying instead of meditating what do u think,0.5
2025-02-01,Simple and Soul Nourishing Morning Routine,0.5
2025-08-26,Hi Everyone Today I have an updated morning routine for you While we can follow all of the advice on how to have a healthy and,0.7
2026-01-01,Whats ONE thing you do for yourself in your morning routine,0.5
2025-12-31,Love love loves this Very inspiring Thank you for sharing Also Obsessed with the set youre wearing at the beginning Where did you find,0.61
2025-05-22,You showed an ACTUAL morning routine Thanke you so much for being honest with us please keep sharing like this lots of Love form India,0.63
2025-10-10,You are beautiful you dont need to avoid anyone without makeup on Hope you learn that someday,0.84
2025-10-13,Thank you for sharing I struggle with alexithymia and Im learning how to identify what I feel in my body This was really inspiring and felt good to watch,0.74
2025-11-09,Hi amazing so relaxing I have a doubt what you put to the plants is water from the rice,0.74
2025-11-02,This is such a nice gentle morning routine I also tend to tidy up and do some yoga in the morning Thanks for sharing super calming and tranquil,0.63
2025-09-06,I find it interesting that in this video you spent most of it taking care of your plants and you pets not yourself I think you show up to the world as someone who wants to care for others and put them first,0.61
2025-04-21,Im realizing that our morning and night routines say a lot about ourselves,0.5
2025-02-01,How early did you wake up Its amazing how much you can do in your morning,0.62
2025-04-30,WOW Your vids give so much tranquility and a very calming vibe NEW SUBSCRIBER HERE More of this please,0.59
2025-03-24,Just a tip Do not brush your teeth side to side You can damage your gums,0.5
2025-06-20,Its so amazing that you have a house surrounded with nature and close to a beach Thats one my dream place to have a house Love u girl,0.72
2025-07-19,I am trying to eat healthy What yogurt do you like to eat There are so many to choose fromplant based Greek yogurt And I have had digestive issues so I cut out gluten from my diet I want to add it back What bread do you eat There is sourdough sprouted wheat,0.6
2025-11-14,This video is better than most morning routines video in youtube,0.7
2025-10-22,I am a boy from China really love your videos and enjoy every single of them,0.61
2026-01-13,I came a across your video and it has help me look at things in a much lighter and positive way Without being too pushy So thank you On another note can you please share how you take care of your hair and what you take to keep it looking the way it does and growing Without selling me a product like everyone else trys too Backstory Ive been under extreme stress and always running to try and keep up with life and the day like Im sure most of us are now days with that I have been losing my hair so bad I know you may not have a answer but if you have any tips of what you take to help your hair and can please share it would be much appreciated,0.55
2025-06-06,This morning routine is pure magic Starting the day with such simplicity and intentionality is a gift to the soul The practice of gratitude the gentle stretches and the nourishing breakfast create a foundation for a day filled with positivity and mindfulness,0.59
2026-01-08,After 32 years of nonstop working I can finally say I have slowed down I am in an Era of living and not surviving Watching this video has given me a sense of peace only adding onto the same type of peace I have around me,0.48
2025-07-07,According to my experience the optimal morning wellness routine will be a regular bowel cleansing by taking 1 tablespoon 15 ml castor oil early in the morning on an empty stomach this at least every second day In this manner you will not only eliminate the waste in your intestines but all the toxins deposed in your liver too,0.47
2025-09-28,This video gave me so much comfort I wanna be like you when I grow up,0.58
2025-03-23,Such a beautiful video would you be able to tell me where it is your pajamas are from X,0.68
2025-07-05,this is the first video ive seen from you and i absolutely adore it thank u,0.59
2025-10-01,MEDITATION APRES LE SPORT 10 min de retour au calme et de rcupration post workout,0.5
2025-11-13,Tu as bien boug et tu as choisi de prendre un moment pour toi afin de revenir calmement un tat de bientre optimal,0.5
2025-10-08,Merci beaucoup pour cette mditation que jcoute depuis plusieurs mois aprs chaque sance de sport en revanche seraitil possible de dplacer la publicit du milieu au dbut a serait top,0.6
2025-04-09,Pub en plein milieu de la sance je ne recommande absolument pas a montre la ligne profit avant tout,0.5
2025-11-28,Gnial merci pour ce moment de relaxation on se laisse vraiment aller c cest trs agrable,0.5
2025-06-29,Vido super Mais la pub coupe toute la relaxation possible de la mette au dbut de la vido peu tre,0.57
2025-07-15,Merci beaucoup pour cette video pour relcher apres une sance de sport Gratitude Belle soire,0.5
2025-04-11,Je suis tomb sur votre vido par hasard aprs une sance de cardio a ma vraiment aid retrouver le calme Merci,0.5
2026-01-14,mercii ctait la premire fois que je faisais lune de vos vido aprs le sport merci encore a ma vrm relax namast,0.5
2025-10-09,Jadore finir ma sance de gym avec votre meditation C est vraiment un passage de rgnration sur toute ma journe Merci beaucoup,0.5
2025-03-13,Merci beaucoup Voix apaisante Belle dtente Que Dieu vous bnisse,0.5
2025-08-25,Merci Aprs une sance de yoga je trouve que cest un complment Je me sens encore plus dtendue Merci,0.5
2025-10-27,Merci beaucoup pour cette relaxation cela ma fait beaucoup de bien Une abonne et de plus,0.5
2025-11-29,whaaaaou merci enfin une vido qui en vaut la peine rapide et efficace,0.5
2025-11-30,Merci pour ce moment magique aprs 1h30 de sport intense jadore je m abonne,0.58
2025-05-15,Bonjour Merci pour cette magnifique sance gratitude Belle journe lumineuse,0.5
2025-09-24,Jai toujours suivi ces conseils ds que jai fini sport en salle de sport je fais systmatiquement dans le bon sens de repos pour remettre mon sens et mon enregi,0.5
2025-07-12,Merciiii beaucoup pour ce temps de pause qui ma permis de me recentrer aprs une heure de cardio,0.5
2025-11-17,Merci pour cette mditation trs chouette qui ma fait beaucoup de bien aprs ma sance de sport,0.5
2025-04-26,Merci trs agrable et a ma permis de me relaxer et relcher,0.5
2025-11-23,Tenue Sportswear Femme DEHA pour le Yoga la Mditation,0.5
2026-02-03,Fidle son style la marque DEHA propose une collection en coton bio et viscose bio aux teintures vivantes Les teintures,0.5
2025-12-15,Booste ton mental de Champion Mditation pour Sportifs,0.46
2025-06-07,Sportifs profitez de cette mditation qui vous apportera relaxation pour enlever les tensions musculaires ancrage force et,0.5
2025-02-11,Un grand Merci pour vos mditations sportives Je vais lcouter avant mes comptitions,0.7
2026-02-16,Je vous remercie sincrement et je vais reprendre cette mditation jusqu ma comptition dans 25 jours,0.5
2025-07-11,Transforme toi en champion en 9 minutes Avant une comptition sportive,0.5
2025-10-05,Cette mditation vous aidera vous prparer un vnement sportif un tournoi ou simplement un match afin dtre dans les,0.5
2025-06-07,Je me sens trs bien pour ma comptition de patinage de demain Merci beaucoup pour cette aide,0.5
2025-10-10,Merci pour cette belle sance quelques jours dun trail de 39k autour de chez moi Je recommence ce soir et demain,0.5
2025-03-12,Trs efficace Jai le marathon de Montral demain et a ma bien aid tre focus et apais Merci Marianne,0.5
2025-02-14,Bonjour pour une premire vidomditation guide pour les sportifs je lai trouve encourageante apprciable et motivante merci beaucoup de mavoir apporter tant de bonnes nergies et de rconforts Jespre que mon entranement personnel va bien se drouler malgrs ma fatigue Je vais faire des exercices de renforcement musculaire et si tout va bien un peu de ple Dance juste aprs Je vous tiens au courant de mes performances,0.5
2025-06-13,Vido rapide et efficace que je vais rpter rgulirement jusqu mon prochain ultra trail merci,0.5
2025-12-15,Demain je cours le marathon Merci pour cette vido qui ma detendue jespere pouvoir me servir de lnergie dployee dans mon corps,0.5
2025-10-13,Merci pour la grinta que vous mavez aid trouver en moi,0.5
2025-06-03,H2 avant mes 10km de course pied Cette sance ma apaise et je me sens confiante Pour ma part jai visualis mon cur orange comme le cur du soleil duquel manaient de beaux rayons de lumire jaune paillete illuminant chaque partie de mon corps Un grand merci pour cette belle sance de visualisation,0.7
2025-11-22,Bonjour je suis un joueur de snooker et pour vous dire franchement votre sance est au top merci,0.7
2025-04-16,Jai beaucoup aim Et penser la couleur de confiance en cours de partie me semble trs intressant Je vais essayer lors de ma prochaine comptition Merci beaucoup,0.5
2025-08-08,Mental de Champion Gagne en confiance en 12 minutes Mditation guide Sport,0.46
2026-01-13,Renforcez votre confiance en quelques minutes grce cette mditation guide Elle vous prparera tre plus serein,0.5
2025-04-29,Bonjour Marianne Merci pour cette mditation qui est adapte aux dfis de la vie Cette mditation sadapterait magnifiquement avec au pralable une mditation dhypnose Un grand merci pour votre travail de qualit,0.7
2025-07-11,What is CMA icai costaccountant cma youtubeshorts shorts,0.5
2025-11-13,Relax guys CMA walo ko ye sunkr Khush hone do unko bhi reality pta hai,0.5
2025-03-30,Maturity is when you realise both the courses are subject to hard work patience btw I m a CA Aspirant and an aspirant can only understand an aspirant,0.44
2025-04-17,Chal jhuta sara kam karka signature to ca ka Lana parta ha na,0.5
2025-04-28,I am CMA student when people want to know what I am doing then I tell them I am doing CMA some of them told me good and some of them told CMA Is it CA Then I told them its not like CA they are expert in their respectd field but we are expert for Cost audit Budgeting cost management control consultancy gst audit internal audit and many more etc etc I think not only me all of CMA students should answer like this when someone ask then people can know about what is CMA And if you tell like CMA is similar to CA never we can create a separate identity as a CMA we as CMA students if we can not differentiate this whole world always will think CMA is cheapest version of CA,0.61
